"UMean [m/s]:0","UMean [m/s]:1","UMean [m/s]:2","boundaryT [K]","boundaryU [m/s]:0","boundaryU [m/s]:1","boundaryU [m/s]:2","dsmcRhoN [1/m3]","dsmcRhoNMean [1/m3]","dsmcSigmaTcRMax [m3/s]","fD [Pa]:0","fD [Pa]:1","fD [Pa]:2","fDMean [Pa]:0","fDMean [Pa]:1","fDMean [Pa]:2","iDof [1/m3]","iDofMean [1/m3]","internalE [Pa]","internalEMean [Pa]","internalT [kg m2/s2]","linearKE [Pa]","linearKEMean [Pa]","momentum [kg/(m2 s)]:0","momentum [kg/(m2 s)]:1","momentum [kg/(m2 s)]:2","momentumMean [kg/(m2 s)]:0","momentumMean [kg/(m2 s)]:1","momentumMean [kg/(m2 s)]:2","overallT [kg m2/s2]","q [kg/s3]","qMean [kg/s3]","rhoM [kg/m3]","rhoMMean [kg/m3]","rhoN [1/m3]","rhoNMean [1/m3]","translationalT [kg m2/s2]","p [Pa]","Points:0","Points:1","Points:2"
136.99,-0.44738,-0.36809,295,0,0,0,24,25.21,3.511e-16,0,0,0,0.00017853,-0.00040849,5.6615e-07,0,0,0,0,0,0.00069307,0.00074274,8.7167e-07,-7.8359e-08,1.1806e-07,9.1427e-07,-5.1277e-10,-2.4494e-09,325.53,0,0.024416,6.3648e-09,6.6858e-09,9.6e+16,1.0084e+17,325.53,0.00040849,0.014,0,0.001
136.38,0.17666,-0.37053,295,0,0,0,24.75,25.251,3.5345e-16,0,0,0,0.00017863,-0.00040859,-9.595e-09,0,0,0,0,0,0.00070099,0.00074273,8.8774e-07,-1.1332e-07,1.742e-07,9.1279e-07,1.4051e-09,-2.4424e-09,325.23,0,0.024487,6.5637e-09,6.6965e-09,9.9e+16,1.01e+17,325.23,0.00040859,0.0145,0,0.001
136.13,0.48916,-0.53146,295,0,0,0,25,25.26,3.4404e-16,0,0,0,0.00017862,-0.00040878,-2.6963e-07,0,0,0,0,0,0.00068227,0.00074238,8.9e-07,-2.6802e-07,2.8474e-07,9.1229e-07,1.6391e-09,-3.5644e-09,325.03,0,0.024649,6.63e-09,6.6989e-09,1e+17,1.0104e+17,325.03,0.00040878,0.015,0,0.001
161.74,14.419,-0.14586,295,0,0,0,26.5,28.868,3.8417e-16,0,0,0,0.00020567,-0.00046223,1.3304e-06,0,0,0,0,0,0.00059675,0.00088911,7.6777e-07,1.3441e-07,8.2899e-09,1.2378e-06,1.1019e-07,-1.1163e-09,329.35,0,0.025954,7.0278e-09,7.6557e-09,1.06e+17,1.1547e+17,329.35,0.00046223,0.0005,0,0.002
146.16,8.0602,0.042155,295,0,0,0,30.5,28.63,3.3001e-16,0,0,0,0.00021508,-0.00048255,9.0695e-07,0,0,0,0,0,0.00058761,0.00085753,6.6664e-07,5.8753e-09,3.1931e-07,1.1101e-06,6.1254e-08,3.0322e-10,327.22,0,0.026937,8.0886e-09,7.5927e-09,1.22e+17,1.1452e+17,327.22,0.00048255,0.001,0,0.002
141.23,7.8237,0.22281,295,0,0,0,26,26.308,3.5637e-16,0,0,0,0.00020826,-0.000467,-3.02e-07,0,0,0,0,0,0.00057673,0.0007819,5.9101e-07,2.3419e-07,3.0605e-07,9.8603e-07,5.4413e-08,1.5517e-09,326.67,0,0.025732,6.8952e-09,6.977e-09,1.04e+17,1.0523e+17,326.67,0.000467,0.0015,0,0.002
137.19,9.0344,0.25126,295,0,0,0,24,25.164,4.0319e-16,0,0,0,0.00019171,-0.000432,1.9526e-07,0,0,0,0,0,0.0006091,0.00074149,2.5392e-07,5.309e-07,-9.6346e-08,9.1495e-07,6.0482e-08,1.6818e-09,325.49,0,0.023562,6.3648e-09,6.6736e-09,9.6e+16,1.0066e+17,325.49,0.000432,0.002,0,0.002
134.4,9.7737,-0.069429,295,0,0,0,30,25.902,3.8472e-16,0,0,0,0.00019127,-0.00043222,4.6885e-07,0,0,0,0,0,0.00076607,0.00075826,6.8764e-07,1.8956e-07,-8.4029e-08,9.2325e-07,6.7141e-08,-4.6989e-10,324.32,0,0.02328,7.956e-09,6.8692e-09,1.2e+17,1.0361e+17,324.32,0.00043222,0.0025,0,0.002
134.66,8.8142,-0.51227,295,0,0,0,32,26.676,3.4881e-16,0,0,0,0.00020581,-0.00046405,7.3e-07,0,0,0,0,0,0.0008506,0.00078117,1.0368e-06,-1.0382e-07,-1.1937e-07,9.5269e-07,6.217e-08,-3.6464e-09,324.34,0,0.025362,8.4864e-09,7.0744e-09,1.28e+17,1.067e+17,324.34,0.00046405,0.003,0,0.002
134.33,8.8315,-0.40421,295,0,0,0,29.5,27.493,3.3946e-16,0,0,0,0.00021947,-0.00049287,1.3124e-06,0,0,0,0,0,0.00079583,0.00080661,7.5913e-07,1.4658e-07,2.4095e-07,9.7943e-07,6.4384e-08,-2.949e-09,325.16,0,0.027202,7.8234e-09,7.2911e-09,1.18e+17,1.0997e+17,325.16,0.00049287,0.0035,0,0.002
133.39,9.2383,-0.16102,295,0,0,0,24.5,26.829,3.8611e-16,0,0,0,0.00020753,-0.00046635,5.807e-07,0,0,0,0,0,0.00069596,0.00078724,6.5628e-07,2.5656e-07,1.4273e-07,9.4914e-07,6.5802e-08,-1.1516e-09,325.6,0,0.02574,6.4974e-09,7.1149e-09,9.8e+16,1.0731e+17,325.6,0.00046635,0.004,0,0.002
132.86,8.8715,-0.083327,295,0,0,0,27,26.345,3.9559e-16,0,0,0,0.00019773,-0.00044552,-2.2576e-07,0,0,0,0,0,0.00075974,0.00077309,1.1684e-06,1.5678e-07,-1.9155e-07,9.2825e-07,6.1986e-08,-5.8055e-10,325.85,0,0.024659,7.1604e-09,6.9868e-09,1.08e+17,1.0538e+17,325.85,0.00044552,0.0045,0,0.002
132.67,8.8114,-0.10332,295,0,0,0,27.5,26.41,3.9346e-16,0,0,0,0.00019896,-0.00044799,2.7059e-07,0,0,0,0,0,0.00068353,0.00077402,1.2962e-06,-1.8611e-07,2.3596e-08,9.2923e-07,6.1717e-08,-7.2233e-10,325.49,0,0.024595,7.293e-09,7.004e-09,1.1e+17,1.0564e+17,325.49,0.00044799,0.005,0,0.002
132.48,8.7473,-0.1661,295,0,0,0,28,26.352,3.6923e-16,0,0,0,0.00019701,-0.00044418,3.8084e-07,0,0,0,0,0,0.00074542,0.00077206,1.0966e-06,-1.7506e-07,-2.9558e-07,9.2584e-07,6.1131e-08,-1.1608e-09,325.46,0,0.024278,7.4256e-09,6.9884e-09,1.12e+17,1.0541e+17,325.46,0.00044418,0.0055,0,0.002
132.43,8.5513,0.1191,295,0,0,0,27.5,26.304,3.5798e-16,0,0,0,0.00019798,-0.00044538,-5.2233e-07,0,0,0,0,0,0.00085785,0.00077201,1.3907e-06,-1.9417e-07,-4.0354e-07,9.2384e-07,5.9658e-08,8.2541e-10,326.1,0,0.024639,7.293e-09,6.9759e-09,1.1e+17,1.0522e+17,326.1,0.00044538,0.006,0,0.002
133.52,7.6499,0.66863,295,0,0,0,20,26.277,3.8743e-16,0,0,0,0.00020205,-0.00045224,-4.5329e-07,0,0,0,0,0,0.00065435,0.00077125,1.1384e-06,-3.8657e-07,-2.5347e-08,9.3049e-07,5.3302e-08,4.6626e-09,325.67,0,0.025474,5.304e-09,6.9687e-09,8e+16,1.0511e+17,325.67,0.00045224,0.0065,0,0.002
133.43,7.8277,0.66447,295,0,0,0,21.5,26.293,3.923e-16,0,0,0,0.0002019,-0.00045221,-1.0986e-07,0,0,0,0,0,0.000659,0.00077132,8.093e-07,-2.7833e-07,2.3744e-08,9.304e-07,5.4574e-08,4.6353e-09,325.53,0,0.025566,5.7018e-09,6.9728e-09,8.6e+16,1.0517e+17,325.53,0.00045221,0.007,0,0.002
133.94,7.333,0.2009,295,0,0,0,31,26.348,3.701e-16,0,0,0,0.00020191,-0.00045281,-5.0526e-07,0,0,0,0,0,0.0009113,0.0007742,1.3017e-06,-6.2423e-07,-2.0546e-07,9.3595e-07,5.121e-08,1.3994e-09,325.89,0,0.025625,8.2212e-09,6.9876e-09,1.24e+17,1.0539e+17,325.89,0.00045281,0.0075,0,0.002
133.97,7.3903,0.13466,295,0,0,0,28.5,26.419,3.8447e-16,0,0,0,0.00020205,-0.00045296,-6.1055e-07,0,0,0,0,0,0.00089896,0.00077626,1.6104e-06,-5.1979e-07,1.6091e-07,9.3865e-07,5.1773e-08,9.4297e-10,325.87,0,0.025437,7.5582e-09,7.0062e-09,1.14e+17,1.0567e+17,325.87,0.00045296,0.008,0,0.002
131.98,8.9757,0.38595,295,0,0,0,24,25.27,3.965e-16,0,0,0,0.00019727,-0.0004413,-4.95e-07,0,0,0,0,0,0.00081702,0.00074157,1.5832e-06,-4.9967e-08,2.2128e-07,8.8466e-07,6.0088e-08,2.55e-09,326.24,0,0.024175,6.3648e-09,6.7016e-09,9.6e+16,1.0108e+17,326.24,0.0004413,0.0085,0,0.002
131.34,9.343,0.090241,295,0,0,0,26.5,25.121,3.4137e-16,0,0,0,0.00019406,-0.00043436,-4.0368e-07,0,0,0,0,0,0.00078773,0.00073553,1.4455e-06,-9.3291e-08,-3.0285e-07,8.7495e-07,6.2286e-08,4.9226e-10,325.73,0,0.0238,7.0278e-09,6.6622e-09,1.06e+17,1.0049e+17,325.73,0.00043436,0.009,0,0.002
132.16,8.2023,0.0075535,295,0,0,0,22.5,26.068,3.7245e-16,0,0,0,0.00019565,-0.0004399,-4.7244e-08,0,0,0,0,0,0.00062646,0.00076187,9.1222e-07,-1.777e-08,-3.9204e-08,9.1363e-07,5.6718e-08,4.8832e-11,324.74,0,0.02452,5.967e-09,6.9133e-09,9e+16,1.0427e+17,324.74,0.0004399,0.0095,0,0.002
132.16,8.1948,0.32902,295,0,0,0,26.5,25.986,3.8328e-16,0,0,0,0.00019696,-0.00044392,-2.0104e-07,0,0,0,0,0,0.00073673,0.00075926,7.5726e-07,4.029e-09,2.9355e-07,9.1081e-07,5.646e-08,2.2676e-09,324.64,0,0.024354,7.0278e-09,6.8915e-09,1.06e+17,1.0394e+17,324.64,0.00044392,0.01,0,0.002
132.3,8.4188,-0.068868,295,0,0,0,30,26.085,3.4283e-16,0,0,0,0.00019896,-0.00044905,5.0933e-07,0,0,0,0,0,0.00082819,0.00076285,1.0737e-06,-9.063e-08,1.7566e-07,9.1521e-07,5.8198e-08,-4.9093e-10,324.9,0,0.024509,7.956e-09,6.9176e-09,1.2e+17,1.0434e+17,324.9,0.00044905,0.0105,0,0.002
132.91,8.1064,-0.77152,295,0,0,0,27,26.154,3.7075e-16,0,0,0,0.00019835,-0.00044688,7.5249e-07,0,0,0,0,0,0.00073927,0.00076709,1.0531e-06,4.6521e-08,-5.2895e-09,9.2188e-07,5.6211e-08,-5.345e-09,325.68,0,0.024874,7.1604e-09,6.9359e-09,1.08e+17,1.0461e+17,325.68,0.00044688,0.011,0,0.002
132.42,8.2048,-0.67822,295,0,0,0,27,26.097,3.7422e-16,0,0,0,0.0001971,-0.00044398,1.4358e-07,0,0,0,0,0,0.00081911,0.00076525,1.1548e-06,1.9054e-07,5.9947e-09,9.1646e-07,5.6781e-08,-4.6921e-09,325.81,0,0.024656,7.1604e-09,6.9209e-09,1.08e+17,1.0439e+17,325.81,0.00044398,0.0115,0,0.002
132.79,7.19,-0.25665,295,0,0,0,23.5,26.198,3.3138e-16,0,0,0,0.00019931,-0.00044897,-2.4987e-07,0,0,0,0,0,0.00075391,0.00076765,1.2724e-06,2.2497e-08,8.405e-08,9.2258e-07,4.9946e-08,-1.7829e-09,325.42,0,0.025028,6.2322e-09,6.9477e-09,9.4e+16,1.0479e+17,325.42,0.00044897,0.012,0,0.002
132.35,8.3329,-0.16645,295,0,0,0,22.5,25.217,3.3422e-16,0,0,0,0.00019725,-0.00044164,-1.6599e-07,0,0,0,0,0,0.0007147,0.00073963,9.1392e-07,1.3057e-08,1.8535e-07,8.8532e-07,5.5302e-08,-1.1357e-09,325.92,0,0.024607,5.967e-09,6.6875e-09,9e+16,1.0087e+17,325.92,0.00044164,0.0125,0,0.002
131.21,9.6482,-0.30334,295,0,0,0,25.5,25.206,3.8084e-16,0,0,0,0.00019648,-0.00043913,-4.98e-07,0,0,0,0,0,0.0008891,0.00073889,1.0433e-06,-2.5622e-07,3.1962e-07,8.7698e-07,6.4441e-08,-2.0882e-09,326.18,0,0.024152,6.7626e-09,6.6845e-09,1.02e+17,1.0082e+17,326.18,0.00043913,0.013,0,0.002
130.79,9.4154,-0.63294,295,0,0,0,27.5,26.254,3.6568e-16,0,0,0,0.00019805,-0.00044433,-4.0888e-07,0,0,0,0,0,0.00076335,0.00076827,9.5631e-07,-3.0234e-07,1.4753e-07,9.1066e-07,6.5555e-08,-4.4067e-09,325.73,0,0.024454,7.293e-09,6.9625e-09,1.1e+17,1.0502e+17,325.73,0.00044433,0.0135,0,0.002
131.01,8.8424,-0.30991,295,0,0,0,27,26.209,3.6235e-16,0,0,0,0.0001971,-0.00044375,7.3223e-07,0,0,0,0,0,0.00067806,0.00076603,8.12e-07,2.3976e-07,-2.1487e-07,9.1059e-07,6.1466e-08,-2.1586e-09,325.23,0,0.024411,7.1604e-09,6.9506e-09,1.08e+17,1.0484e+17,325.23,0.00044375,0.014,0,0.002
132.96,7.5785,-0.19451,295,0,0,0,25,25.229,3.6255e-16,0,0,0,0.00019853,-0.0004462,3.185e-07,0,0,0,0,0,0.00069201,0.00073871,7.268e-07,1.9614e-07,1.6944e-07,8.8921e-07,5.0889e-08,-1.2213e-09,325.1,0,0.024587,6.63e-09,6.6907e-09,1e+17,1.0092e+17,325.1,0.0004462,0.0145,0,0.002
134.62,6.8419,-0.51522,295,0,0,0,22,24.288,3.4417e-16,0,0,0,0.0002007,-0.00044905,-2.4197e-07,0,0,0,0,0,0.00053947,0.0007128,3.516e-07,-6.911e-09,5.9936e-07,8.6707e-07,4.407e-08,-3.3186e-09,325.19,0,0.024814,5.8344e-09,6.4411e-09,8.8e+16,9.7151e+16,325.19,0.00044905,0.015,0,0.002
141.36,-10.112,-0.32891,295,0,0,0,24,24.032,2.7738e-16,0,0,0,0.00015763,-0.00036846,1.5434e-06,0,0,0,0,0,0.00071632,0.0007108,1.1997e-06,2.7265e-07,2.493e-07,9.0094e-07,-6.4449e-08,-2.0963e-09,324.89,0,0.024,6.3648e-09,6.3734e-09,9.6e+16,9.613e+16,324.89,0.00036846,0.015,0,0
142.2,-10.109,0.49283,295,0,0,0,25.5,24.2,3.1969e-16,0,0,0,0.00015966,-0.00037353,6.6118e-07,0,0,0,0,0,0.0007716,0.00071732,9.5616e-07,3.4927e-07,8.4029e-09,9.1263e-07,-6.4879e-08,3.1994e-09,325.28,0,0.024016,6.7626e-09,6.4178e-09,1.02e+17,9.68e+16,325.28,0.00037353,0.0155,0,0
142.95,-10.183,0.97754,295,0,0,0,24.5,24.363,3.7082e-16,0,0,0,0.00016105,-0.00037673,5.979e-08,0,0,0,0,0,0.00072625,0.00072294,6.3443e-07,2.3933e-07,-2.7758e-07,9.2361e-07,-6.5794e-08,6.3163e-09,325.34,0,0.024156,6.4974e-09,6.461e-09,9.8e+16,9.7451e+16,325.34,0.00037673,0.016,0,0
143.44,-10.528,0.095691,295,0,0,0,22,24.328,3.6273e-16,0,0,0,0.00016192,-0.00037731,4.3611e-07,0,0,0,0,0,0.00068372,0.00072214,4.8853e-07,4.9954e-08,-1.2482e-07,9.2549e-07,-6.7923e-08,6.2164e-10,325.2,0,0.024667,5.8344e-09,6.4519e-09,8.8e+16,9.7314e+16,325.2,0.00037731,0.0165,0,0
141.86,-8.7227,-0.23114,295,0,0,0,24.5,24.216,3.4675e-16,0,0,0,0.00015802,-0.00037012,4.9318e-07,0,0,0,0,0,0.00076051,0.00071831,7.6155e-07,1.2409e-07,2.7943e-07,9.1108e-07,-5.6064e-08,-1.4892e-09,325.72,0,0.024155,6.4974e-09,6.4222e-09,9.8e+16,9.6866e+16,325.72,0.00037012,0.017,0,0
140.56,-8.0761,-0.17641,295,0,0,0,22,24.252,3.2752e-16,0,0,0,0.00015612,-0.00036725,1.3104e-08,0,0,0,0,0,0.00066637,0.00071792,9.2899e-07,-2.8588e-07,1.422e-07,9.041e-07,-5.1988e-08,-1.1398e-09,325.61,0,0.023766,5.8344e-09,6.4317e-09,8.8e+16,9.701e+16,325.61,0.00036725,0.0175,0,0
140.72,-8.4339,-0.19913,295,0,0,0,18,24.259,3.1642e-16,0,0,0,0.00015835,-0.00036909,4.2028e-07,0,0,0,0,0,0.00060213,0.00071778,7.9321e-07,-6.5921e-07,-2.9551e-07,9.0535e-07,-5.4292e-08,-1.2853e-09,325.36,0,0.024083,4.7736e-09,6.4336e-09,7.2e+16,9.7037e+16,325.36,0.00036909,0.018,0,0
139.41,-7.2602,-0.2332,295,0,0,0,21,24.069,3.4996e-16,0,0,0,0.00015464,-0.00036078,8.0272e-07,0,0,0,0,0,0.00068879,0.0007118,9.3474e-07,-2.5745e-07,-7.5728e-08,8.8989e-07,-4.6345e-08,-1.4849e-09,325.8,0,0.023682,5.5692e-09,6.3831e-09,8.4e+16,9.6276e+16,325.8,0.00036078,0.0185,0,0
138.95,-7.1425,0.078743,295,0,0,0,24.5,23.987,3.5729e-16,0,0,0,0.00015343,-0.00035963,2.1976e-07,0,0,0,0,0,0.00068567,0.00070882,7.0949e-07,-4.5404e-08,2.5556e-07,8.8395e-07,-4.5436e-08,5.0053e-10,325.72,0,0.023233,6.4974e-09,6.3614e-09,9.8e+16,9.5949e+16,325.72,0.00035963,0.019,0,0
140.74,-8.5579,0.24502,295,0,0,0,29,24.091,3.4113e-16,0,0,0,0.00015676,-0.00036771,2.5903e-07,0,0,0,0,0,0.0007334,0.00071294,8.1716e-07,-2.8061e-08,1.5249e-07,8.992e-07,-5.4715e-08,1.5564e-09,325.42,0,0.023941,7.6908e-09,6.3888e-09,1.16e+17,9.6362e+16,325.42,0.00036771,0.0195,0,0
141.03,-8.5532,-0.10567,295,0,0,0,29.5,24.116,3.6968e-16,0,0,0,0.00015639,-0.00036742,-3.195e-07,0,0,0,0,0,0.00082064,0.00071371,1.0516e-06,-7.3061e-08,3.2456e-07,9.02e-07,-5.4734e-08,-6.752e-10,325.29,0,0.023881,7.8234e-09,6.3956e-09,1.18e+17,9.6465e+16,325.29,0.00036742,0.02,0,0
139.16,-6.8381,-0.035777,295,0,0,0,27.5,24.02,3.8124e-16,0,0,0,0.00015398,-0.00036165,-1.2087e-07,0,0,0,0,0,0.00086169,0.0007086,1.0543e-06,-3.7908e-07,4.0304e-07,8.865e-07,-4.3561e-08,-2.2832e-10,325.04,0,0.023069,7.293e-09,6.3702e-09,1.1e+17,9.6081e+16,325.04,0.00036165,0.0205,0,0
140.7,-8.5966,-0.61043,295,0,0,0,28.5,24.211,4.1136e-16,0,0,0,0.0001587,-0.00037214,9.1134e-08,0,0,0,0,0,0.00088786,0.00071515,1.6255e-06,-2.4606e-07,1.4587e-08,9.0355e-07,-5.5309e-08,-3.9564e-09,324.74,0,0.023991,7.5582e-09,6.4208e-09,1.14e+17,9.6844e+16,324.74,0.00037214,0.021,0,0
142.25,-9.4125,-0.91346,295,0,0,0,27.5,24.335,3.8491e-16,0,0,0,0.00016182,-0.00037703,1.0276e-08,0,0,0,0,0,0.00087039,0.00072115,1.396e-06,-2.3506e-07,2.8292e-08,9.1804e-07,-6.0772e-08,-5.9033e-09,325.2,0,0.024275,7.293e-09,6.4537e-09,1.1e+17,9.7341e+16,325.2,0.00037703,0.0215,0,0
141.46,-8.1715,-0.64146,295,0,0,0,26.5,24.188,3.3235e-16,0,0,0,0.00015926,-0.00036894,5.6527e-07,0,0,0,0,0,0.00084984,0.00071554,9.6892e-07,-4.1848e-08,4.2073e-07,9.0741e-07,-5.2418e-08,-4.1131e-09,324.97,0,0.024332,7.0278e-09,6.4147e-09,1.06e+17,9.6752e+16,324.97,0.00036894,0.022,0,0
141.99,-8.6385,-0.49519,295,0,0,0,22.5,24.152,3.8141e-16,0,0,0,0.00015855,-0.00036871,-6.3713e-08,0,0,0,0,0,0.00070901,0.00071305,8.8087e-07,7.0455e-08,3.1202e-07,9.0946e-07,-5.5334e-08,-3.1699e-09,324.01,0,0.024591,5.967e-09,6.405e-09,9e+16,9.6607e+16,324.01,0.00036871,0.0225,0,0
142.58,-9.2241,-0.37323,295,0,0,0,22,24.155,4.0305e-16,0,0,0,0.00015843,-0.00037063,-7.2197e-07,0,0,0,0,0,0.00078558,0.00071522,9.8229e-07,-5.5047e-07,-1.9487e-07,9.1331e-07,-5.9087e-08,-2.39e-09,324.77,0,0.024231,5.8344e-09,6.4058e-09,8.8e+16,9.6618e+16,324.77,0.00037063,0.023,0,0
141.23,-8.5676,-0.22788,295,0,0,0,23,24.118,3.6322e-16,0,0,0,0.00015705,-0.00036824,-1.5416e-08,0,0,0,0,0,0.00085728,0.00071383,9.4793e-07,-3.2428e-07,-5.4325e-07,9.0332e-07,-5.4801e-08,-1.4583e-09,325.25,0,0.023891,6.0996e-09,6.396e-09,9.2e+16,9.647e+16,325.25,0.00036824,0.0235,0,0
141.67,-8.9793,-0.10623,295,0,0,0,22,24.247,3.2996e-16,0,0,0,0.00015885,-0.00037347,5.9024e-07,0,0,0,0,0,0.00068824,0.00071812,6.2832e-07,-4.1447e-09,-2.9505e-07,9.1109e-07,-5.7784e-08,-6.8862e-10,325.25,0,0.024204,5.8344e-09,6.4304e-09,8.8e+16,9.699e+16,325.25,0.00037347,0.024,0,0
141.94,-8.5999,-0.0065434,295,0,0,0,22.5,24.228,3.2346e-16,0,0,0,0.00015876,-0.00037236,7.1314e-07,0,0,0,0,0,0.00053389,0.00071884,7.6445e-07,4.2979e-08,-6.0871e-08,9.1204e-07,-5.5322e-08,-5.2606e-11,325.79,0,0.024302,5.967e-09,6.4252e-09,9e+16,9.6911e+16,325.79,0.00037236,0.0245,0,0
142.82,-9.1799,-0.14672,295,0,0,0,25.5,24.173,3.3621e-16,0,0,0,0.00015895,-0.00037319,4.6932e-07,0,0,0,0,0,0.00065627,0.000717,1.2026e-06,6.275e-08,-3.0048e-07,9.1561e-07,-5.8909e-08,-9.5146e-10,325.26,0,0.024102,6.7626e-09,6.4107e-09,1.02e+17,9.6692e+16,325.26,0.00037319,0.025,0,0
143.71,-9.7766,0.16691,295,0,0,0,27.5,24.187,3.665e-16,0,0,0,0.00016015,-0.000375,-4.2176e-07,0,0,0,0,0,0.00090825,0.00071794,1.5483e-06,-1.7765e-07,-4.2295e-07,9.2186e-07,-6.2747e-08,1.0534e-09,325.11,0,0.02423,7.293e-09,6.4143e-09,1.1e+17,9.6746e+16,325.11,0.000375,0.0255,0,0
143,-9.1362,0.56215,295,0,0,0,24,24.144,3.756e-16,0,0,0,0.00016005,-0.00037291,-2.4018e-07,0,0,0,0,0,0.00087448,0.00071628,1.2776e-06,2.2239e-07,-3.0018e-07,9.1565e-07,-5.8512e-08,3.5954e-09,325.25,0,0.024092,6.3648e-09,6.4031e-09,9.6e+16,9.6578e+16,325.25,0.00037291,0.026,0,0
144.95,-10.363,0.44078,295,0,0,0,21,24.236,3.5724e-16,0,0,0,0.00016358,-0.00038046,-3.3838e-07,0,0,0,0,0,0.00075606,0.00071979,1.1043e-06,3.3702e-07,-7.5927e-08,9.3164e-07,-6.6612e-08,2.8351e-09,324.71,0,0.024259,5.5692e-09,6.4273e-09,8.4e+16,9.6943e+16,324.71,0.00038046,0.0265,0,0
146.32,-10.449,0.16156,295,0,0,0,22.5,24.214,3.4677e-16,0,0,0,0.00016421,-0.00037968,-6.9332e-07,0,0,0,0,0,0.00083027,0.00072078,1.0159e-06,-4.1835e-08,1.006e-08,9.3963e-07,-6.7101e-08,1.0452e-09,324.88,0,0.024661,5.967e-09,6.4217e-09,9e+16,9.6857e+16,324.88,0.00037968,0.027,0,0
145.73,-9.8116,-0.4151,295,0,0,0,25.5,24.158,3.6259e-16,0,0,0,0.00016246,-0.00037752,1.6276e-07,0,0,0,0,0,0.00092184,0.00071775,8.5943e-07,4.3117e-08,-9.6995e-08,9.3367e-07,-6.286e-08,-2.6597e-09,324.5,0,0.024618,6.7626e-09,6.4068e-09,1.02e+17,9.6634e+16,324.5,0.00037752,0.0275,0,0
146.08,-10.241,-0.49799,295,0,0,0,24.5,24.085,3.8098e-16,0,0,0,0.00016254,-0.00037851,6.5584e-08,0,0,0,0,0,0.00080168,0.0007145,9.2133e-07,1.6927e-07,-1.5874e-07,9.3306e-07,-6.5397e-08,-3.1815e-09,323.78,0,0.024479,6.4974e-09,6.3875e-09,9.8e+16,9.6342e+16,323.78,0.00037851,0.028,0,0
147.94,-11.241,-0.085382,295,0,0,0,24.5,24.03,3.4296e-16,0,0,0,0.00016278,-0.00037775,-4.5023e-07,0,0,0,0,0,0.00070284,0.00071422,1.057e-06,-2.9346e-07,-3.1831e-07,9.4278e-07,-7.1639e-08,-5.4164e-10,323.55,0,0.024854,6.4974e-09,6.3728e-09,9.8e+16,9.6121e+16,323.55,0.00037775,0.0285,0,0
151.07,-11.262,0.35854,295,0,0,0,25,23.935,3.318e-16,0,0,0,0.00016105,-0.00037668,3.7985e-07,0,0,0,0,0,0.00078057,0.00071247,1.2012e-06,-3.8546e-07,-1.4115e-07,9.5882e-07,-7.1492e-08,2.2739e-09,322.6,0,0.024901,6.63e-09,6.3475e-09,1e+17,9.5739e+16,322.6,0.00037668,0.029,0,0
165.1,-16.413,-0.19092,295,0,0,0,21,23.201,3.3279e-16,0,0,0,0.00016168,-0.00037822,7.9131e-07,0,0,0,0,0,0.0007264,0.00069315,1.0947e-06,-1.1122e-07,2.9248e-07,1.014e-06,-1.0013e-07,-1.0754e-09,316.34,0,0.024669,5.5692e-09,6.153e-09,8.4e+16,9.2805e+16,316.34,0.00037822,0.0295,0,0
